sigma_a,correction,challenger,baseline,rho,challenger_psnr,baseline_psnr,margin_db,challenger_rel_mse,baseline_rel_mse,min_rel_mse,above_floor,above_floor_rel_mse
0.05,agc,fourier_fourstep,hadamard_paired,3.0,14.162215884332278,15.210516406756271,-1.0483005224239932,0.4369080917097133,0.3450292544301597,0.3450292544301597,True,0.5
0.05,agc,fourier_fourstep,hadamard_paired,10.0,14.156195045461493,15.080119036317084,-0.9239239908555916,0.4375304233319805,0.3554576108030907,0.3554576108030907,True,0.5
0.05,agc,dct_paired,hadamard_paired,0.001,24.079523910164525,25.022869550948457,-0.9433456407839316,0.0445363831826106,0.0359533399904432,0.0359533399904432,True,0.5
0.05,agc,dct_paired,hadamard_paired,0.003,23.87263960046216,24.90710763919294,-1.034468038730779,0.0467257669981701,0.0369398140952017,0.0369398140952017,True,0.5
0.05,agc,dct_paired,hadamard_paired,0.01,23.24097602097544,24.52532164259525,-1.28434562161981,0.0541006332011494,0.0403787649727272,0.0403787649727272,True,0.5
0.05,agc,dct_paired,hadamard_paired,0.03,21.888154881883143,23.598586176375477,-1.7104312944923343,0.0740443792452786,0.0500840793389777,0.0500840793389777,True,0.5
0.05,agc,dct_paired,hadamard_paired,0.1,19.285102429120855,21.520451688977825,-2.235349259856971,0.1352561695705365,0.0810210242590567,0.0810210242590567,True,0.5
0.05,agc,dct_paired,hadamard_paired,0.3,16.49369711703686,18.88724118345041,-2.3935440664135506,0.2570852336248639,0.1486191472413772,0.1486191472413772,True,0.5
0.05,agc,dct_paired,hadamard_paired,1.0,14.204574995484004,16.309370050713117,-2.104795055229113,0.4339441232858047,0.2683963793165558,0.2683963793165558,True,0.5
0.05,agc,dct_paired,hadamard_paired,3.0,13.353516600153796,15.210516406756271,-1.8569998066024755,0.5269250753584194,0.3450292544301597,0.3450292544301597,True,0.5
0.05,agc,dct_paired,hadamard_paired,10.0,13.257359966264678,15.080119036317084,-1.8227590700524061,0.5386043048641053,0.3554576108030907,0.3554576108030907,True,0.5
0.05,agc,srht_paired,hadamard_paired,0.001,43.711847140590336,25.022869550948457,18.68897758964188,0.0004872434695516,0.0359533399904432,0.0004872434695516,True,0.5
0.05,agc,srht_paired,hadamard_paired,0.003,39.29117098310413,24.90710763919294,14.38406334391119,0.0013507826747143,0.0369398140952017,0.0013507826747143,True,0.5
0.05,agc,srht_paired,hadamard_paired,0.01,34.213612247722814,24.52532164259525,9.688290605127563,0.004352078901434,0.0403787649727272,0.004352078901434,True,0.5
0.05,agc,srht_paired,hadamard_paired,0.03,29.58950330734191,23.598586176375477,5.990917130966434,0.0126252320516094,0.0500840793389777,0.0126252320516094,True,0.5
0.05,agc,srht_paired,hadamard_paired,0.1,24.790343674694704,21.520451688977825,3.2698919857168782,0.03812886520222,0.0810210242590567,0.03812886520222,True,0.5
0.05,agc,srht_paired,hadamard_paired,0.3,20.847412388422608,18.88724118345041,1.9601712049721982,0.0944670761721171,0.1486191472413772,0.0944670761721171,True,0.5
0.05,agc,srht_paired,hadamard_paired,1.0,17.621523031499844,16.309370050713117,1.3121529807867276,0.1981304851450492,0.2683963793165558,0.1981304851450492,True,0.5
0.05,agc,srht_paired,hadamard_paired,3.0,16.304239818389455,15.210516406756271,1.0937234116331833,0.2679559631784358,0.3450292544301597,0.2679559631784358,True,0.5
0.05,agc,srht_paired,hadamard_paired,10.0,16.14701979571792,15.080119036317084,1.066900759400836,0.2777824083438743,0.3554576108030907,0.2777824083438743,True,0.5
0.05,none,random_uniform,hadamard_paired,0.001,14.058184671220497,40.38416590737493,-26.325981236154433,0.4472091033225279,0.0011039855801286,0.0011039855801286,True,0.5
0.05,none,random_uniform,hadamard_paired,0.003,13.364358385746767,36.782316375232895,-23.417957989486126,0.5257812118569137,0.0024297770442998,0.0024297770442998,True,0.5
0.05,none,random_uniform,hadamard_paired,0.01,12.933534420235862,33.08120204574594,-20.147667625510078,0.5798896117796047,0.0056359839379102,0.0056359839379102,True,0.5
0.05,none,random_uniform,hadamard_paired,0.03,12.732202614919444,29.276496927307868,-16.544294312388423,0.6063759639072894,0.0135459395593796,0.0135459395593796,True,0.5
0.05,none,random_uniform,hadamard_paired,0.1,12.634867131542164,24.723712887770223,-12.088845756228059,0.619713064087521,0.0386858796341721,0.0386858796341721,True,0.5
0.05,none,random_uniform,hadamard_paired,0.3,12.64013873051389,20.774269165281492,-8.134130434767602,0.6189673065079881,0.0959952204623719,0.0959952204623719,True,0.5
0.05,none,random_uniform,hadamard_paired,1.0,12.64381744463859,17.516659671169,-4.872842226530409,0.6184654931203404,0.2028029567199564,0.2028029567199564,True,0.5
0.05,none,random_uniform,hadamard_paired,3.0,12.63798413663888,16.198969676320527,-3.5609855396816474,0.6192885668740146,0.2743159779858587,0.2743159779858587,True,0.5
0.05,none,random_uniform,hadamard_paired,10.0,12.637335484078957,16.04390626228949,-3.406570778210533,0.619375957192136,0.2842366150871091,0.2842366150871091,True,0.5
0.05,none,random_binary,hadamard_paired,0.001,14.744567515773657,40.38416590737493,-25.63959839160127,0.3809067161928429,0.0011039855801286,0.0011039855801286,True,0.5
0.05,none,random_binary,hadamard_paired,0.003,14.336222560047409,36.782316375232895,-22.446093815185485,0.4190650174533717,0.0024297770442998,0.0024297770442998,True,0.5
0.05,none,random_binary,hadamard_paired,0.01,14.016764903081564,33.08120204574594,-19.064437142664374,0.4510424229031652,0.0056359839379102,0.0056359839379102,True,0.5
0.05,none,random_binary,hadamard_paired,0.03,13.861606337082096,29.276496927307868,-15.414890590225772,0.4670899780266935,0.0135459395593796,0.0135459395593796,True,0.5
0.05,none,random_binary,hadamard_paired,0.1,13.784995359596762,24.723712887770223,-10.938717528173461,0.4751334985663723,0.0386858796341721,0.0386858796341721,True,0.5
0.05,none,random_binary,hadamard_paired,0.3,13.779324993567638,20.774269165281492,-6.994944171713854,0.4757473692150495,0.0959952204623719,0.0959952204623719,True,0.5
0.05,none,random_binary,hadamard_paired,1.0,13.765612981317584,17.516659671169,-3.751046689851414,0.4772853844002685,0.2028029567199564,0.2028029567199564,True,0.5
0.05,none,random_binary,hadamard_paired,3.0,13.76540238715634,16.198969676320527,-2.433567289164186,0.4772760096195184,0.2743159779858587,0.2743159779858587,True,0.5
0.05,none,random_binary,hadamard_paired,10.0,13.766029020598374,16.04390626228949,-2.2778772416911153,0.4772025925868562,0.2842366150871091,0.2842366150871091,True,0.5
0.05,none,fourier_fourstep,hadamard_paired,0.001,20.268836476619555,40.38416590737493,-20.115329430755374,0.1067309176263887,0.0011039855801286,0.0011039855801286,True,0.5
0.05,none,fourier_fourstep,hadamard_paired,0.003,20.244419016447036,36.782316375232895,-16.53789735878586,0.1074141433172764,0.0024297770442998,0.0024297770442998,True,0.5
0.05,none,fourier_fourstep,hadamard_paired,0.01,20.051692469441416,33.08120204574594,-13.029509576304523,0.1124472333445534,0.0056359839379102,0.0056359839379102,True,0.5
0.05,none,fourier_fourstep,hadamard_paired,0.03,19.51655618855053,29.276496927307868,-9.759940738757336,0.1272417101250994,0.0135459395593796,0.0135459395593796,True,0.5
0.05,none,fourier_fourstep,hadamard_paired,0.1,18.26018452994343,24.723712887770223,-6.463528357826792,0.1697503971964307,0.0386858796341721,0.0386858796341721,True,0.5
0.05,none,fourier_fourstep,hadamard_paired,0.3,16.620767194347618,20.774269165281492,-4.153501970933874,0.2475719794283451,0.0959952204623719,0.0959952204623719,True,0.5
0.05,none,fourier_fourstep,hadamard_paired,1.0,15.213484083754668,17.516659671169,-2.30317558741433,0.34237680856189,0.2028029567199564,0.2028029567199564,True,0.5
0.05,none,fourier_fourstep,hadamard_paired,3.0,14.896704106863938,16.198969676320527,-1.3022655694565888,0.3683615623393181,0.2743159779858587,0.2743159779858587,True,0.5
0.05,none,fourier_fourstep,hadamard_paired,10.0,14.891006669306512,16.04390626228949,-1.152899592982978,0.3688636019786698,0.2842366150871091,0.2842366150871091,True,0.5
0.05,none,dct_paired,hadamard_paired,0.001,40.0895699074828,40.38416590737493,-0.29459599989213103,0.0011245676596987,0.0011039855801286,0.0011039855801286,True,0.5
0.05,none,dct_paired,hadamard_paired,0.003,35.79763827167987,36.782316375232895,-0.9846781035530228,0.0030115163727362,0.0024297770442998,0.0024297770442998,True,0.5
0.05,none,dct_paired,hadamard_paired,0.01,31.15274665955637,33.08120204574594,-1.9284553861895688,0.0087973331183265,0.0056359839379102,0.0056359839379102,True,0.5
0.05,none,dct_paired,hadamard_paired,0.03,26.791752082162724,29.276496927307868,-2.484744845145144,0.0240523251159583,0.0135459395593796,0.0135459395593796,True,0.5
0.05,none,dct_paired,hadamard_paired,0.1,22.039919821577303,24.723712887770223,-2.6837930661929192,0.0718275026790916,0.0386858796341721,0.0386858796341721,True,0.5
0.05,none,dct_paired,hadamard_paired,0.3,18.22236241924994,20.774269165281492,-2.551906746031552,0.1726277392259665,0.0959952204623719,0.0959952204623719,True,0.5
0.05,none,dct_paired,hadamard_paired,1.0,15.341148816770344,17.516659671169,-2.175510854398654,0.333992719921903,0.2028029567199564,0.2028029567199564,True,0.5
0.05,none,dct_paired,hadamard_paired,3.0,14.271174834909022,16.198969676320527,-1.9277948414115045,0.4266386648295162,0.2743159779858587,0.2743159779858587,True,0.5
0.05,none,dct_paired,hadamard_paired,10.0,14.149450096119306,16.04390626228949,-1.8944561661701833,0.4386843804312516,0.2842366150871091,0.2842366150871091,True,0.5
0.05,none,srht_paired,hadamard_paired,0.001,40.32290503559249,40.38416590737493,-0.06126087178243722,0.0010720639378755,0.0011039855801286,0.0010720639378755,True,0.5
0.05,none,srht_paired,hadamard_paired,0.003,36.58034970787738,36.782316375232895,-0.2019666673555136,0.0025441581864824,0.0024297770442998,0.0024297770442998,True,0.5
0.05,none,srht_paired,hadamard_paired,0.01,32.8689111379538,33.08120204574594,-0.21229090779213777,0.0059351401333867,0.0056359839379102,0.0056359839379102,True,0.5
0.05,none,srht_paired,hadamard_paired,0.03,29.18739442126083,29.276496927307868,-0.08910250604703762,0.0138414949397562,0.0135459395593796,0.0135459395593796,True,0.5
0.05,none,srht_paired,hadamard_paired,0.1,24.74014650411484,24.723712887770223,0.016433616344617263,0.0385722383116129,0.0386858796341721,0.0385722383116129,True,0.5
0.05,none,srht_paired,hadamard_paired,0.3,20.83724012971189,20.774269165281492,0.06297096443039862,0.0946911824098314,0.0959952204623719,0.0946911824098314,True,0.5
0.05,none,srht_paired,hadamard_paired,1.0,17.61677229578724,17.516659671169,0.10011262461824089,0.1983465936767206,0.2028029567199564,0.1983465936767206,True,0.5
0.05,none,srht_paired,hadamard_paired,3.0,16.301261076776598,16.198969676320527,0.1022914004560711,0.2681371858441633,0.2743159779858587,0.2681371858441633,True,0.5
0.05,none,srht_paired,hadamard_paired,10.0,16.144268502330664,16.04390626228949,0.100362240041175,0.2779557020843725,0.2842366150871091,0.2779557020843725,True,0.5
0.05,pairwise,dct_paired,hadamard_paired,0.001,41.65963521763927,44.67541097891386,-3.0157757612745897,0.000785659723349,0.0003923541573384,0.0003923541573384,True,0.5
0.05,pairwise,dct_paired,hadamard_paired,0.003,36.90010865442935,39.91187319608069,-3.0117645416513383,0.0023505759041242,0.0011749414155488,0.0011749414155488,True,0.5
0.05,pairwise,dct_paired,hadamard_paired,0.01,31.71266144354117,34.71137094042078,-2.9987094968796093,0.0077598162185522,0.0038905331146684,0.0038905331146684,True,0.5
0.05,pairwise,dct_paired,hadamard_paired,0.03,27.042436790416343,30.006150668159435,-2.9637138777430927,0.0227353647447349,0.0114924577196637,0.0114924577196637,True,0.5
0.05,pairwise,dct_paired,hadamard_paired,0.1,22.15774834949246,25.01187966962362,-2.8541313201311596,0.0699276625459654,0.0362687970875141,0.0362687970875141,True,0.5
0.05,pairwise,dct_paired,hadamard_paired,0.3,18.286822742451108,20.900815245058656,-2.613992502607548,0.1700906422956554,0.0933290309421823,0.0933290309421823,True,0.5
0.05,pairwise,dct_paired,hadamard_paired,1.0,15.374958070915874,17.575398519364533,-2.20044044844866,0.3314202021316496,0.2001705855891964,0.2001705855891964,True,0.5
0.05,pairwise,dct_paired,hadamard_paired,3.0,14.295192391624164,16.241467771762313,-1.9462753801381485,0.4243085270506115,0.2717335459665913,0.2717335459665913,True,0.5
0.05,pairwise,dct_paired,hadamard_paired,10.0,14.172296374753422,16.084846158927125,-1.9125497841737022,0.4364061341679041,0.2816587008705073,0.2816587008705073,True,0.5
0.05,pairwise,srht_paired,hadamard_paired,0.001,44.68678231032312,44.67541097891386,0.011371331409257834,0.0003913432666552,0.0003923541573384,0.0003913432666552,True,0.5
0.05,pairwise,srht_paired,hadamard_paired,0.003,39.925527443100655,39.91187319608069,0.013654247019964316,0.0011713094371357,0.0011749414155488,0.0011713094371357,True,0.5
0.05,pairwise,srht_paired,hadamard_paired,0.01,34.729344113271544,34.71137094042078,0.01797317285076616,0.0038747105227227,0.0038905331146684,0.0038747105227227,True,0.5
0.05,pairwise,srht_paired,hadamard_paired,0.03,30.030914275477112,30.006150668159435,0.024763607317677128,0.0114280259841089,0.0114924577196637,0.0114280259841089,True,0.5
0.05,pairwise,srht_paired,hadamard_paired,0.1,25.049872595582,25.01187966962362,0.037992925958377555,0.0359556837210795,0.0362687970875141,0.0359556837210795,True,0.5
0.05,pairwise,srht_paired,hadamard_paired,0.3,20.96123420743689,20.900815245058656,0.06041896237823252,0.0920577412629158,0.0933290309421823,0.0920577412629158,True,0.5
0.05,pairwise,srht_paired,hadamard_paired,1.0,17.666162915032274,17.575398519364533,0.09076439566774042,0.1961272792314649,0.2001705855891964,0.1961272792314649,True,0.5
0.05,pairwise,srht_paired,hadamard_paired,3.0,16.33241189019193,16.241467771762313,0.09094411842961847,0.2662491161795935,0.2717335459665913,0.2662491161795935,True,0.5
0.05,pairwise,srht_paired,hadamard_paired,10.0,16.17360540912441,16.084846158927125,0.0887592501972847,0.2761142283698108,0.2816587008705073,0.2761142283698108,True,0.5
0.05,reference_k2,random_uniform,hadamard_paired,0.001,15.38351766331325,47.66359597248607,-32.28007830917282,0.3287370743078604,0.0001971290019337,0.0001971290019337,True,0.5
0.05,reference_k2,random_uniform,hadamard_paired,0.003,15.378065116624573,42.89480563553914,-27.51674051891457,0.3291514430079546,0.0005910409580689,0.0005910409580689,True,0.5
0.05,reference_k2,random_uniform,hadamard_paired,0.01,15.35731538879996,37.67355429650811,-22.316238907708147,0.3307314161319871,0.0019665864392087,0.0019665864392087,True,0.5
0.05,reference_k2,random_uniform,hadamard_paired,0.03,15.29640003204451,32.9225746220078,-17.62617458996329,0.3354122564182821,0.0058714570875085,0.0058714570875085,True,0.5
0.05,reference_k2,random_uniform,hadamard_paired,0.1,15.091350636113177,27.765770903629782,-12.674420267516606,0.3516665299704726,0.0192417511984533,0.0192417511984533,True,0.5
0.05,reference_k2,random_uniform,hadamard_paired,0.3,14.602480808820436,23.23896812882452,-8.636487320004084,0.3937044324463368,0.0545163087250732,0.0545163087250732,True,0.5
0.05,reference_k2,random_uniform,hadamard_paired,1.0,13.66597639660499,19.098488669529303,-5.432512272924313,0.4887323406903425,0.1411554543014933,0.1411554543014933,True,0.5
0.05,reference_k2,random_uniform,hadamard_paired,3.0,13.058415642931555,17.225461641225483,-4.167045998293927,0.562157518484057,0.2168936204049408,0.2168936204049408,True,0.5
0.05,reference_k2,random_uniform,hadamard_paired,10.0,12.977470231745915,16.99683301895561,-4.019362787209694,0.5727275254282531,0.2285577706539245,0.2285577706539245,True,0.5
0.05,reference_k2,random_binary,hadamard_paired,0.001,15.275910996299304,47.66359597248607,-32.38768497618677,0.3368872179375674,0.0001971290019337,0.0001971290019337,True,0.5
0.05,reference_k2,random_binary,hadamard_paired,0.003,15.273917215880918,42.89480563553914,-27.620888419658225,0.3370416003096296,0.0005910409580689,0.0005910409580689,True,0.5
0.05,reference_k2,random_binary,hadamard_paired,0.01,15.26657703568626,37.67355429650811,-22.406977260821847,0.3376106479433125,0.0019665864392087,0.0019665864392087,True,0.5
0.05,reference_k2,random_binary,hadamard_paired,0.03,15.245199824355671,32.9225746220078,-17.677374797652128,0.3392737091951724,0.0058714570875085,0.0058714570875085,True,0.5
0.05,reference_k2,random_binary,hadamard_paired,0.1,15.17127157533266,27.765770903629782,-12.594499328297122,0.3450909985850969,0.0192417511984533,0.0192417511984533,True,0.5
0.05,reference_k2,random_binary,hadamard_paired,0.3,14.977944582958813,23.23896812882452,-8.261023545865708,0.360794050132005,0.0545163087250732,0.0545163087250732,True,0.5
0.05,reference_k2,random_binary,hadamard_paired,1.0,14.51985520246223,19.098488669529303,-4.578633467067073,0.4009741341063902,0.1411554543014933,0.1411554543014933,True,0.5
0.05,reference_k2,random_binary,hadamard_paired,3.0,14.13496812913878,17.225461641225483,-3.0904935120867023,0.4382044603859467,0.2168936204049408,0.2168936204049408,True,0.5
0.05,reference_k2,random_binary,hadamard_paired,10.0,14.076393369650038,16.99683301895561,-2.920439649305571,0.4441652160310362,0.2285577706539245,0.2285577706539245,True,0.5
0.05,reference_k2,fourier_fourstep,hadamard_paired,0.001,20.13783357282713,47.66359597248607,-27.52576239965894,0.1099511929957193,0.0001971290019337,0.0001971290019337,True,0.5
0.05,reference_k2,fourier_fourstep,hadamard_paired,0.003,20.12219217149589,42.89480563553914,-22.772613464043253,0.1103484112150272,0.0005910409580689,0.0005910409580689,True,0.5
0.05,reference_k2,fourier_fourstep,hadamard_paired,0.01,20.069861479783388,37.67355429650811,-17.60369281672472,0.1116884609320616,0.0019665864392087,0.0019665864392087,True,0.5
0.05,reference_k2,fourier_fourstep,hadamard_paired,0.03,19.92728671825063,32.9225746220078,-12.99528790375717,0.1154236237008461,0.0058714570875085,0.0058714570875085,True,0.5
0.05,reference_k2,fourier_fourstep,hadamard_paired,0.1,19.47599776810784,27.765770903629782,-8.289773135521944,0.1280921734506611,0.0192417511984533,0.0192417511984533,True,0.5
0.05,reference_k2,fourier_fourstep,hadamard_paired,0.3,18.47867228893736,23.23896812882452,-4.76029583988716,0.1612397068593126,0.0545163087250732,0.0545163087250732,True,0.5
0.05,reference_k2,fourier_fourstep,hadamard_paired,1.0,16.793270439371497,19.098488669529303,-2.3052182301578057,0.2378600797212545,0.1411554543014933,0.1411554543014933,True,0.5
0.05,reference_k2,fourier_fourstep,hadamard_paired,3.0,15.917550636291775,17.225461641225483,-1.3079110049337075,0.2910655826799276,0.2168936204049408,0.2168936204049408,True,0.5
0.05,reference_k2,fourier_fourstep,hadamard_paired,10.0,15.824908833978329,16.99683301895561,-1.1719241849772803,0.2973426600542172,0.2285577706539245,0.2285577706539245,True,0.5
0.05,reference_k2,dct_paired,hadamard_paired,0.001,44.65545260796214,47.66359597248607,-3.0081433645239315,0.0003941360824283,0.0001971290019337,0.0001971290019337,True,0.5
0.05,reference_k2,dct_paired,hadamard_paired,0.003,39.88669140705727,42.89480563553914,-3.0081142284818725,0.0011817388410489,0.0005910409580689,0.0005910409580689,True,0.5
0.05,reference_k2,dct_paired,hadamard_paired,0.01,34.66814961601774,37.67355429650811,-3.005404680490365,0.0039297066417875,0.0019665864392087,0.0019665864392087,True,0.5
0.05,reference_k2,dct_paired,hadamard_paired,0.03,29.928975452841478,32.9225746220078,-2.9935991691663233,0.0117007507338045,0.0058714570875085,0.0058714570875085,True,0.5
0.05,reference_k2,dct_paired,hadamard_paired,0.1,24.820813570611104,27.765770903629782,-2.944957333018678,0.0379121518990296,0.0192417511984533,0.0192417511984533,True,0.5
0.05,reference_k2,dct_paired,hadamard_paired,0.3,20.432999766541258,23.23896812882452,-2.805968362283263,0.1039663627794724,0.0545163087250732,0.0545163087250732,True,0.5
0.05,reference_k2,dct_paired,hadamard_paired,1.0,16.63606169342397,19.098488669529303,-2.462426976105334,0.2484052501893971,0.1411554543014933,0.1411554543014933,True,0.5
0.05,reference_k2,dct_paired,hadamard_paired,3.0,15.052650791615497,17.225461641225483,-2.172810849609986,0.3568764183701042,0.2168936204049408,0.2168936204049408,True,0.5
0.05,reference_k2,dct_paired,hadamard_paired,10.0,14.86745490649507,16.99683301895561,-2.1293781124605395,0.3723121492745506,0.2285577706539245,0.2285577706539245,True,0.5
0.05,reference_k2,srht_paired,hadamard_paired,0.001,47.676869495304906,47.66359597248607,0.013273522818835204,0.0001965435796289,0.0001971290019337,0.0001965435796289,True,0.5
0.05,reference_k2,srht_paired,hadamard_paired,0.003,42.90914941517629,42.89480563553914,0.014343779637144394,0.0005891380686106,0.0005910409580689,0.0005891380686106,True,0.5
0.05,reference_k2,srht_paired,hadamard_paired,0.01,37.69000449820621,37.67355429650811,0.016450201698098965,0.0019592890623831,0.0019665864392087,0.0019592890623831,True,0.5
0.05,reference_k2,srht_paired,hadamard_paired,0.03,32.942484618339535,32.9225746220078,0.019909996331733737,0.0058449480379515,0.0058714570875085,0.0058449480379515,True,0.5
0.05,reference_k2,srht_paired,hadamard_paired,0.1,27.792681103621227,27.765770903629782,0.026910199991444728,0.0191237014177382,0.0192417511984533,0.0191237014177382,True,0.5
0.05,reference_k2,srht_paired,hadamard_paired,0.3,23.278432347308176,23.23896812882452,0.03946421848365489,0.0540242871109067,0.0545163087250732,0.0540242871109067,True,0.5
0.05,reference_k2,srht_paired,hadamard_paired,1.0,19.163355067879458,19.098488669529303,0.06486639835015495,0.139073843705461,0.1411554543014933,0.139073843705461,True,0.5
0.05,reference_k2,srht_paired,hadamard_paired,3.0,17.303541102499114,17.225461641225483,0.07807946127363152,0.2130706003965305,0.2168936204049408,0.2130706003965305,True,0.5
0.05,reference_k2,srht_paired,hadamard_paired,10.0,17.07557945572331,16.99683301895561,0.07874643676770177,0.2244991500594627,0.2285577706539245,0.2244991500594627,True,0.5
0.05,reference_k32,random_uniform,hadamard_paired,0.001,15.31252705984446,44.609560757036455,-29.297033697191996,0.3341600227486212,0.0003978004190217,0.0003978004190217,True,0.5
0.05,reference_k32,random_uniform,hadamard_paired,0.003,15.172769538975023,39.84247719242315,-24.66970765344812,0.3451176553331117,0.0011922424991123,0.0011922424991123,True,0.5
0.05,reference_k32,random_uniform,hadamard_paired,0.01,14.751880641076768,34.630302350588096,-19.87842170951133,0.3804134318125601,0.0039586898990923,0.0039586898990923,True,0.5
0.05,reference_k32,random_uniform,hadamard_paired,0.03,13.949801922157016,29.917778044681665,-15.967976122524648,0.4580097182329065,0.011714604389052,0.011714604389052,True,0.5
0.05,reference_k32,random_uniform,hadamard_paired,0.1,12.925638176828922,24.93937783066084,-12.013739653831916,0.5797216850977354,0.0368432764592971,0.0368432764592971,True,0.5
0.05,reference_k32,random_uniform,hadamard_paired,0.3,12.399948062179032,20.85249627136064,-8.452548209181607,0.6540308744621965,0.0943150932346831,0.0943150932346831,True,0.5
0.05,reference_k32,random_uniform,hadamard_paired,1.0,12.129721347637885,17.54158837417475,-5.411867026536866,0.6959537158808584,0.2016749961701207,0.2016749961701207,True,0.5
0.05,reference_k32,random_uniform,hadamard_paired,3.0,12.078482263220172,16.21287643105803,-4.1343941678378595,0.7041397425449919,0.2734722992546645,0.2734722992546645,True,0.5
0.05,reference_k32,random_uniform,hadamard_paired,10.0,12.075770164072525,16.056487134279593,-3.9807169702070677,0.7045740294308342,0.2834474512627277,0.2834474512627277,True,0.5
0.05,reference_k32,random_binary,hadamard_paired,0.001,15.248779241653148,44.609560757036455,-29.36078151538331,0.3389968489839309,0.0003978004190217,0.0003978004190217,True,0.5
0.05,reference_k32,random_binary,hadamard_paired,0.003,15.196675617358132,39.84247719242315,-24.645801575065015,0.3430834486575843,0.0011922424991123,0.0011922424991123,True,0.5
0.05,reference_k32,random_binary,hadamard_paired,0.01,15.02799962762781,34.630302350588096,-19.602302722960285,0.3566662744673498,0.0039586898990923,0.0039586898990923,True,0.5
0.05,reference_k32,random_binary,hadamard_paired,0.03,14.64242380289662,29.917778044681665,-15.275354241785045,0.3898361095323991,0.011714604389052,0.011714604389052,True,0.5
0.05,reference_k32,random_binary,hadamard_paired,0.1,13.98395188406916,24.93937783066084,-10.955425946591678,0.4538006653350793,0.0368432764592971,0.0368432764592971,True,0.5
0.05,reference_k32,random_binary,hadamard_paired,0.3,13.550491170364252,20.85249627136064,-7.3020051009963876,0.5014522691276341,0.0943150932346831,0.0943150932346831,True,0.5
0.05,reference_k32,random_binary,hadamard_paired,1.0,13.29370601696523,17.54158837417475,-4.247882357209521,0.5320830366363178,0.2016749961701207,0.2016749961701207,True,0.5
0.05,reference_k32,random_binary,hadamard_paired,3.0,13.2593889668078,16.21287643105803,-2.953487464250232,0.5363214829092599,0.2734722992546645,0.2734722992546645,True,0.5
0.05,reference_k32,random_binary,hadamard_paired,10.0,13.260054583295975,16.056487134279593,-2.796432550983617,0.5362395787478286,0.2834474512627277,0.2834474512627277,True,0.5
0.05,reference_k32,fourier_fourstep,hadamard_paired,0.001,20.119654454198884,44.609560757036455,-24.48990630283757,0.1104146349757234,0.0003978004190217,0.0003978004190217,True,0.5
0.05,reference_k32,fourier_fourstep,hadamard_paired,0.003,20.06621107978715,39.84247719242315,-19.776266112635998,0.1117863834108982,0.0011922424991123,0.0011922424991123,True,0.5
0.05,reference_k32,fourier_fourstep,hadamard_paired,0.01,19.88595576956619,34.630302350588096,-14.744346581021905,0.1165391432981578,0.0039586898990923,0.0039586898990923,True,0.5
0.05,reference_k32,fourier_fourstep,hadamard_paired,0.03,19.424084145366635,29.917778044681665,-10.49369389931503,0.1296555247833293,0.011714604389052,0.011714604389052,True,0.5
0.05,reference_k32,fourier_fourstep,hadamard_paired,0.1,18.26356014549645,24.93937783066084,-6.67581768516439,0.1694786932740756,0.0368432764592971,0.0368432764592971,True,0.5
0.05,reference_k32,fourier_fourstep,hadamard_paired,0.3,16.651037379917472,20.85249627136064,-4.201458891443167,0.2458302163734446,0.0943150932346831,0.0943150932346831,True,0.5
0.05,reference_k32,fourier_fourstep,hadamard_paired,1.0,15.239791190956652,17.54158837417475,-2.301797183218099,0.3403736406911314,0.2016749961701207,0.2016749961701207,True,0.5
0.05,reference_k32,fourier_fourstep,hadamard_paired,3.0,14.921469709065294,16.21287643105803,-1.2914067219927379,0.3663712663550123,0.2734722992546645,0.2734722992546645,True,0.5
0.05,reference_k32,fourier_fourstep,hadamard_paired,10.0,14.915725806784383,16.056487134279593,-1.140761327495209,0.3668815971395951,0.2834474512627277,0.2834474512627277,True,0.5
0.05,reference_k32,dct_paired,hadamard_paired,0.001,41.68540551234312,44.609560757036455,-2.9241552446933383,0.0007803944662792,0.0003978004190217,0.0003978004190217,True,0.5
0.05,reference_k32,dct_paired,hadamard_paired,0.003,36.92329164897798,39.84247719242315,-2.919185543445167,0.0023362552916134,0.0011922424991123,0.0011922424991123,True,0.5
0.05,reference_k32,dct_paired,hadamard_paired,0.01,31.724720998867955,34.630302350588096,-2.9055813517201408,0.007732849329468,0.0039586898990923,0.0039586898990923,True,0.5
0.05,reference_k32,dct_paired,hadamard_paired,0.03,27.04332922509113,29.917778044681665,-2.8744488195905333,0.0227170593807731,0.011714604389052,0.011714604389052,True,0.5
0.05,reference_k32,dct_paired,hadamard_paired,0.1,22.154714652002127,24.93937783066084,-2.784663178658711,0.0699540187032205,0.0368432764592971,0.0368432764592971,True,0.5
0.05,reference_k32,dct_paired,hadamard_paired,0.3,18.27715817982716,20.85249627136064,-2.575338091533478,0.1704755535760099,0.0943150932346831,0.0943150932346831,True,0.5
0.05,reference_k32,dct_paired,hadamard_paired,1.0,15.365447411494218,17.54158837417475,-2.176140962680533,0.3322180396628887,0.2016749961701207,0.2016749961701207,True,0.5
0.05,reference_k32,dct_paired,hadamard_paired,3.0,14.296379969486972,16.21287643105803,-1.9164964615710591,0.424291874578809,0.2734722992546645,0.2734722992546645,True,0.5
0.05,reference_k32,dct_paired,hadamard_paired,10.0,14.17512358996913,16.056487134279593,-1.881363544310462,0.4362234530974452,0.2834474512627277,0.2834474512627277,True,0.5
